,custid,region,townsize,gender,agecat,edcat,jobcat,empcat,retire,lninc,inccat,debtinc,lncreddebt,lnothdebt,marital,spousedcat,reside,hometype,addresscat,carcatvalue,telecommute,reason,cardspent,tenure,churn,longmon,tollmon,cardmon,wiremon,multline,voice,internet,callwait,forward,confer,ebill,owntv,ownpc
572,3071-IQKHNB-6SQ,Zone 4,"2,500-9,999",Male,35-49,High school degree,"Operation, Fabrication, General Labor",11 to 15,No,3.5553480614894135,$25 - $49,14.2,0.6540892541561821,1.1140294970626117,Unmarried,,1.0,Single-family,8 to 15,Economy,No,,73.41,33.0,No,7.25,0.0,14.0,0.0,No,No,None,No,No,Yes,No,Yes,No
573,1062-XWVDEQ-BS7,Zone 1,"> 250,000",Female,35-49,Some college,"Operation, Fabrication, General Labor",6 to 10,No,4.997212273764115,$125+,24.6,3.1562835685279764,2.5591510412076195,Married,Some college,4.0,Single-family,8 to 15,Luxury,No,,593.19,23.0,No,7.2,0.0,0.0,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
574,3485-IJJSMI-TIX,Zone 4,"10,000-49,999",Male,35-49,High school degree,Sales and Office,2 to 5,No,3.6109179126442243,$25 - $49,6.7,-1.2549678975658334,0.785687619078846,Unmarried,,4.0,Single-family,4 to 7,Standard,No,,78.45,5.0,No,3.1,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
575,0475-JOGBEC-VWS,Zone 4,"50,000-249,999",Female,18-24,Did not complete high school,Managerial and Professional,Less than 2,No,2.9444389791664403,Under $25,9.8,0.21668594578836217,-0.4779616101468181,Married,High school degree,7.0,Single-family,4 to 7,Economy,No,,453.35,3.0,No,3.5,20.75,11.5,0.0,No,Yes,Other,Yes,Yes,No,Yes,Yes,Yes
576,1579-WCPEIX-JLS,Zone 2,"> 250,000",Female,>65,Some college,Sales and Office,11 to 15,Yes,2.3978952727983707,Under $25,10.2,-1.6806546835250893,-0.06640906952288582,Unmarried,,1.0,Condominium/Townhouse,More than 25,Economy,No,,120.73,68.0,No,26.35,0.0,44.0,0.0,Yes,No,None,No,No,No,No,Yes,No
577,1466-ISSJVU-L23,Zone 5,"< 2,500",Female,25-34,Post-undergraduate degree,Managerial and Professional,Less than 2,No,4.736198448394496,$75 - $124,20.9,2.308027456431044,2.62259601106741,Married,College degree,4.0,Single-family,4 to 7,Luxury,No,,440.38,45.0,No,7.35,35.0,98.0,67.35,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,No
578,0413-QMIBNM-4CJ,Zone 1,"> 250,000",Male,35-49,High school degree,Managerial and Professional,11 to 15,No,4.394449154672439,$75 - $124,7.7,0.9510225387925468,1.294355865793705,Unmarried,,1.0,Single-family,16 to 25,Luxury,No,,205.47,22.0,No,9.55,0.0,0.0,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
579,2962-GSIFXN-Q8X,Zone 2,"2,500-9,999",Female,25-34,College degree,Sales and Office,Less than 2,No,3.713572066704308,$25 - $49,16.400000000000002,-0.06759813030507597,1.756022440991963,Unmarried,,1.0,Single-family,4 to 7,,No,,299.47,17.0,Yes,4.3,0.0,0.0,0.0,No,No,DSL,No,No,No,No,Yes,Yes
580,0138-JUZJHW-WM9,Zone 2,"2,500-9,999",Male,18-24,Did not complete high school,Managerial and Professional,Less than 2,No,2.8903717578961645,Under $25,2.9000000000000004,-1.8309952224944381,-1.0168129708917322,Married,High school degree,4.0,Single-family,Less than 3,Economy,No,,236.45000000000002,6.0,No,8.0,0.0,0.0,0.0,No,No,None,Yes,No,No,No,Yes,No
581,2509-FCWZIK-QBP,Zone 3,"> 250,000",Male,35-49,College degree,Sales and Office,6 to 10,No,4.795790545596741,$75 - $124,7.5,0.7445054728350872,1.9415578343164495,Unmarried,,2.0,Multiple-Family,16 to 25,Luxury,No,,400.67,6.0,Yes,2.45,0.0,0.0,0.0,Yes,No,Dial-up,Yes,Yes,No,No,Yes,Yes
582,2873-UAHQBO-KUX,Zone 5,"< 2,500",Female,25-34,College degree,Sales and Office,Less than 2,No,3.5553480614894135,$25 - $49,15.1,0.5033205308802172,1.2894516325624132,Married,College degree,3.0,Multiple-Family,4 to 7,Economy,Yes,Convenience,235.19,39.0,No,10.2,19.0,8.0,28.1,No,Yes,Dial-up,Yes,No,Yes,Yes,Yes,Yes
583,7619-WPBUYX-XEA,Zone 1,"50,000-249,999",Female,>65,High school degree,Sales and Office,11 to 15,No,3.8501476017100584,$25 - $49,4.3999999999999995,-0.6517442348245311,0.43622965563852306,Unmarried,,1.0,Condominium/Townhouse,16 to 25,Standard,No,,690.71,67.0,No,38.45,0.0,43.0,0.0,No,No,None,No,No,No,No,Yes,No
584,6483-TVYELT-1V9,Zone 1,"50,000-249,999",Male,18-24,High school degree,Managerial and Professional,Less than 2,No,3.258096538021482,$25 - $49,5.4,-0.6415039474081069,-0.13067832364211623,Married,Some college,5.0,Single-family,Less than 3,Economy,No,Convenience,465.53000000000003,2.0,No,5.05,14.75,0.0,0.0,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes
585,7293-GMXTWH-GZG,Zone 3,"< 2,500",Male,18-24,High school degree,Managerial and Professional,Less than 2,No,3.091042453358316,Under $25,22.900000000000002,-1.3204541874995968,1.5625529921343597,Unmarried,,2.0,Single-family,4 to 7,Economy,No,,596.5500000000001,33.0,No,8.65,15.25,12.25,0.0,No,No,None,No,No,No,No,Yes,Yes
586,5448-WOXAII-XSZ,Zone 5,"< 2,500",Male,35-49,High school degree,Sales and Office,2 to 5,No,3.4965075614664802,$25 - $49,3.0,-0.8355867044591924,-0.5863037649419475,Unmarried,,3.0,Single-family,16 to 25,Economy,Yes,Prices,187.3,23.0,No,8.4,10.0,12.0,0.0,No,No,Cable modem,No,No,No,No,Yes,Yes
587,0885-PGVVHB-0H8,Zone 1,"> 250,000",Male,35-49,College degree,Sales and Office,2 to 5,No,3.367295829986474,$25 - $49,16.6,0.5245592838446089,1.1392057770828332,Unmarried,,1.0,Condominium/Townhouse,16 to 25,,No,,38.87,1.0,Yes,3.6,21.25,11.75,21.95,No,Yes,Dial-up,Yes,Yes,No,No,Yes,Yes
588,4169-IBZBMK-IMX,Zone 5,"< 2,500",Female,35-49,Did not complete high school,Managerial and Professional,6 to 10,No,4.51085950651685,$75 - $124,5.6000000000000005,0.6095785976206061,1.1806050936652601,Unmarried,,1.0,Single-family,More than 25,Luxury,No,,399.94,11.0,No,5.25,13.75,11.75,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
589,1235-EGXQXV-6JK,Zone 1,"10,000-49,999",Female,35-49,High school degree,Sales and Office,6 to 10,No,3.8918202981106265,$25 - $49,6.0,-0.2272268767518459,0.7623280343771112,Married,Did not complete high school,4.0,Condominium/Townhouse,8 to 15,Economy,No,Other,291.24,62.0,No,13.95,0.0,23.75,0.0,No,No,None,Yes,No,No,No,Yes,No
590,1147-ILVSNS-FJ2,Zone 1,"50,000-249,999",Female,>65,High school degree,Service,More than 15,Yes,3.5553480614894135,$25 - $49,19.0,1.7391319518273678,-0.04332512473837342,Unmarried,,1.0,Multiple-Family,16 to 25,Economy,No,Prices,207.76,21.0,No,6.55,0.0,0.0,0.0,No,No,DSL,No,No,No,No,Yes,Yes
591,7280-UPJHLP-V89,Zone 5,"< 2,500",Female,18-24,High school degree,Agricultural and Natural Resources,Less than 2,No,2.6390573296152584,Under $25,14.799999999999999,0.29773140830478234,-0.32130780010144094,Married,High school degree,6.0,Multiple-Family,Less than 3,Economy,No,,174.28,3.0,Yes,2.45,0.0,0.0,23.25,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
592,8577-CGDEJA-RM1,Zone 5,"< 2,500",Male,50-64,Did not complete high school,Service,More than 15,No,3.784189633918261,$25 - $49,5.7,-0.20137227484475514,0.5249604547008443,Married,Did not complete high school,2.0,Condominium/Townhouse,8 to 15,Economy,No,,404.19,53.0,No,24.7,38.5,21.25,0.0,No,No,None,Yes,Yes,Yes,No,Yes,Yes
593,3173-ODHSOM-IUB,Zone 4,"2,500-9,999",Male,50-64,High school degree,"Operation, Fabrication, General Labor",More than 15,No,4.394449154672439,$75 - $124,10.0,1.4550972145545553,1.338966876712674,Married,Did not complete high school,2.0,Single-family,More than 25,Luxury,No,,230.95000000000002,72.0,No,57.85,77.25,28.75,0.0,Yes,Yes,None,Yes,Yes,Yes,No,Yes,No
594,0194-YAJMQD-D7C,Zone 4,"< 2,500",Female,50-64,Some college,Sales and Office,2 to 5,No,4.663439094112067,$75 - $124,8.4,1.3517898690915116,1.6173394131942895,Married,Some college,2.0,Multiple-Family,16 to 25,Luxury,No,,538.45,57.0,No,7.8,0.0,7.5,0.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes
595,2062-QTVKPU-P4Y,Zone 1,"< 2,500",Male,>65,High school degree,Sales and Office,11 to 15,No,4.442651256490317,$75 - $124,15.2,0.9240207779360656,2.3418634967908822,Married,Some college,2.0,Single-family,More than 25,Luxury,No,,206.43,53.0,No,10.35,34.75,25.25,46.5,No,Yes,None,Yes,Yes,Yes,No,Yes,No
596,0491-YMZGVA-RWZ,Zone 4,"50,000-249,999",Male,50-64,Some college,"Precision Production, Craft, Repair",More than 15,No,5.049856007249537,$125+,8.9,1.8255404136309714,2.0383398205397376,Unmarried,,1.0,Multiple-Family,8 to 15,Luxury,Yes,Convenience,1865.06,48.0,No,12.15,0.0,10.0,0.0,No,No,Cable modem,No,No,No,Yes,Yes,Yes
597,7925-FHNDFV-N6G,Zone 3,"50,000-249,999",Male,>65,Did not complete high school,Service,More than 15,No,5.303304908059076,$125+,13.600000000000001,1.456695041179162,3.1374161938327094,Married,Did not complete high school,2.0,Multiple-Family,More than 25,Luxury,No,Prices,442.08,72.0,No,55.8,52.75,39.5,0.0,Yes,No,None,Yes,Yes,Yes,No,Yes,Yes
598,8892-AAHTPL-EAY,Zone 4,"2,500-9,999",Male,18-24,High school degree,Managerial and Professional,Less than 2,No,2.70805020110221,Under $25,8.9,-0.3592425230650014,-0.451307496241583,Married,Did not complete high school,2.0,Multiple-Family,Less than 3,Economy,No,,142.86,4.0,Yes,2.3,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,Yes
599,5480-BNHXJA-MHR,Zone 5,"< 2,500",Female,>65,High school degree,"Operation, Fabrication, General Labor",More than 15,Yes,2.3978952727983707,Under $25,9.8,-2.6737647231356596,0.008967669982260533,Married,High school degree,2.0,Single-family,16 to 25,Economy,No,,232.83,59.0,No,9.6,19.5,27.5,0.0,No,No,None,Yes,Yes,No,No,Yes,No
600,0862-OWEYDL-GOY,Zone 3,"> 250,000",Male,>65,Did not complete high school,"Precision Production, Craft, Repair",More than 15,Yes,2.70805020110221,Under $25,6.5,-0.23974941869647814,-1.670382898061541,Married,High school degree,2.0,Multiple-Family,8 to 15,Economy,No,,97.41,32.0,No,13.15,0.0,7.75,0.0,No,No,None,No,No,No,No,Yes,No
601,1165-QQONMQ-L6V,Zone 4,"50,000-249,999",Female,25-34,College degree,Service,2 to 5,No,3.2188758248682006,$25 - $49,4.9,-0.7805586375709147,-0.26546406388534816,Unmarried,,1.0,Multiple-Family,8 to 15,Economy,No,,141.37,16.0,Yes,8.45,0.0,9.75,0.0,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes
602,5397-JBDBMH-Q8I,Zone 2,"> 250,000",Female,>65,Some college,"Operation, Fabrication, General Labor",More than 15,Yes,4.406719247264253,$75 - $124,14.6,0.7622011168490704,2.2853384204607434,Unmarried,,1.0,Single-family,More than 25,Standard,No,Prices,393.6,60.0,No,21.15,0.0,11.0,0.0,Yes,No,Dial-up,No,No,No,No,Yes,Yes
603,5071-YMPEFZ-4BK,Zone 3,"< 2,500",Male,50-64,College degree,Agricultural and Natural Resources,More than 15,No,6.244166900663736,$125+,3.9,0.828416437223604,2.8789349394341897,Married,Did not complete high school,2.0,Single-family,More than 25,Luxury,Yes,Prices,323.04,67.0,No,24.1,26.75,92.5,0.0,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
604,6340-RNSKSA-Q6S,Zone 2,"50,000-249,999",Male,35-49,Did not complete high school,Managerial and Professional,6 to 10,No,3.6888794541139363,$25 - $49,3.4000000000000004,-0.9303896562536567,-0.03500560919881529,Unmarried,,1.0,Multiple-Family,8 to 15,Economy,Yes,,713.45,35.0,No,8.0,32.25,24.25,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
605,8335-ZOKNFJ-H8X,Zone 3,"10,000-49,999",Female,35-49,Post-undergraduate degree,Service,2 to 5,No,4.343805421853684,$75 - $124,16.0,1.3400409766024286,2.140160276714542,Unmarried,,1.0,Multiple-Family,8 to 15,Luxury,Yes,,267.45,31.0,No,9.05,0.0,0.0,28.4,No,Yes,Other,No,No,No,Yes,Yes,Yes
606,1728-IMNMSD-D4I,Zone 3,"> 250,000",Male,18-24,High school degree,Managerial and Professional,Less than 2,No,2.9444389791664403,Under $25,13.0,0.46260759589536826,-0.12580134656261208,Unmarried,,1.0,Multiple-Family,Less than 3,Economy,No,,207.08,3.0,Yes,9.2,0.0,11.25,15.2,No,No,None,No,Yes,No,No,Yes,Yes
607,5974-PBPYDC-4T6,Zone 5,"10,000-49,999",Female,25-34,Did not complete high school,"Precision Production, Craft, Repair",6 to 10,No,3.091042453358316,Under $25,9.9,-0.50533074828403,0.4540609676873964,Married,High school degree,6.0,Single-family,Less than 3,,Yes,,362.21,25.0,No,9.85,0.0,9.0,0.0,No,No,None,No,No,No,No,Yes,No
608,6799-OAHDNM-FOU,Zone 1,"> 250,000",Male,>65,High school degree,Managerial and Professional,11 to 15,No,3.713572066704308,$25 - $49,17.599999999999998,0.3049874666081347,1.7680458439398634,Unmarried,,1.0,Multiple-Family,More than 25,Standard,No,,536.38,72.0,No,34.0,26.0,21.75,0.0,Yes,No,Cable modem,No,No,No,No,Yes,Yes
609,9866-SSBACV-AH0,Zone 3,"50,000-249,999",Male,18-24,Some college,Sales and Office,Less than 2,No,2.772588722239781,Under $25,27.1,-1.0463538601723532,1.3824831075108952,Married,High school degree,5.0,Single-family,Less than 3,Economy,No,Prices,588.52,30.0,No,6.95,0.0,29.25,0.0,No,No,None,Yes,No,Yes,No,Yes,No
610,4680-BEYUYC-LTI,Zone 4,"> 250,000",Female,35-49,High school degree,"Operation, Fabrication, General Labor",More than 15,No,4.574710978503383,$75 - $124,24.6,2.568980758893453,2.3804240819545055,Unmarried,,1.0,Mobile Home,16 to 25,Luxury,No,,790.1700000000001,57.0,No,19.4,0.0,23.75,0.0,Yes,No,Cable modem,No,No,No,Yes,Yes,Yes
611,7396-MAQYNI-C6V,Zone 4,"< 2,500",Male,18-24,Did not complete high school,Sales and Office,Less than 2,No,2.8903717578961645,Under $25,7.000000000000001,-1.14325406929123,-0.060578372885932937,Married,Did not complete high school,2.0,Condominium/Townhouse,4 to 7,Economy,No,,360.93,17.0,No,7.0,19.0,0.0,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
612,7623-HVKOMY-1ZI,Zone 3,"> 250,000",Male,35-49,Some college,Managerial and Professional,6 to 10,No,3.8066624897703196,$25 - $49,4.8,-0.42061935587984156,0.40770260304835626,Unmarried,,5.0,Multiple-Family,8 to 15,Economy,No,,238.76,45.0,No,10.85,0.0,0.0,0.0,No,No,Cable modem,No,No,No,Yes,Yes,Yes
613,2244-ZENVGB-OMJ,Zone 2,"< 2,500",Female,18-24,High school degree,Sales and Office,Less than 2,No,2.5649493574615367,Under $25,9.6,-1.1808814731025383,-0.060820641026945,Married,Did not complete high school,6.0,Multiple-Family,Less than 3,Economy,No,Convenience,242.36,57.0,No,7.05,24.0,0.0,0.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
614,2646-CHSJDY-JKY,Zone 2,"< 2,500",Female,50-64,High school degree,Sales and Office,2 to 5,No,3.295836866004329,$25 - $49,7.7,-1.2413943369755693,0.5822262343214696,Unmarried,,1.0,Single-family,8 to 15,Economy,No,,144.77,9.0,Yes,7.3,12.5,0.0,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
615,9277-MOJACF-1DM,Zone 1,"50,000-249,999",Female,50-64,College degree,Sales and Office,6 to 10,No,3.8066624897703196,$25 - $49,4.2,-0.8685010680383064,0.38554807426780563,Married,College degree,3.0,Multiple-Family,16 to 25,Economy,No,,1321.17,69.0,Yes,27.15,0.0,16.25,31.15,Yes,No,Other,No,No,No,Yes,Yes,Yes
616,4810-ZTJBZX-RFO,Zone 3,"50,000-249,999",Female,18-24,Some college,Managerial and Professional,Less than 2,No,3.6635616461296463,$25 - $49,15.6,0.38684482157159583,1.528590481057281,Married,Some college,3.0,Single-family,Less than 3,Economy,Yes,,228.14000000000001,21.0,Yes,4.75,0.0,0.0,0.0,Yes,No,None,No,No,No,No,Yes,No
617,7357-DKWNYI-60W,Zone 2,"10,000-49,999",Male,35-49,College degree,Sales and Office,2 to 5,No,4.330733340286331,$75 - $124,13.8,1.5337863495569601,1.7668354298605726,Married,Post-undergraduate degree,2.0,Multiple-Family,16 to 25,Standard,No,Convenience,1237.89,44.0,No,9.65,26.75,21.25,80.8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
618,3762-YCXKVW-E8F,Zone 1,"50,000-249,999",Female,25-34,Post-undergraduate degree,"Precision Production, Craft, Repair",2 to 5,No,3.828641396489095,$25 - $49,6.2,0.1993884191517092,0.4894042149497103,Unmarried,,1.0,Single-family,8 to 15,Standard,No,,385.59000000000003,23.0,Yes,3.2,0.0,0.0,85.4,Yes,Yes,Other,No,Yes,No,Yes,Yes,Yes
619,4437-BZJUWE-2IM,Zone 2,"> 250,000",Female,35-49,Some college,Sales and Office,2 to 5,No,4.290459441148391,$50 - $74,9.9,1.3781671748282376,1.1815360728213853,Married,Some college,4.0,Single-family,8 to 15,Luxury,No,,352.31,49.0,No,15.8,0.0,9.75,0.0,No,Yes,None,No,No,No,No,Yes,Yes
620,7803-BRQTCG-6NW,Zone 5,"< 2,500",Male,18-24,High school degree,"Precision Production, Craft, Repair",Less than 2,No,2.995732273553991,Under $25,21.8,0.12154484007834367,1.1727174036748929,Unmarried,,1.0,Single-family,Less than 3,Economy,No,,291.3,9.0,No,3.8,27.25,13.75,39.45,No,Yes,None,Yes,Yes,Yes,No,Yes,No
621,1615-ZJOTGT-YBL,Zone 4,"< 2,500",Female,25-34,College degree,Sales and Office,Less than 2,No,3.58351893845611,$25 - $49,17.9,1.4184236432532609,0.8387165748208698,Married,Some college,7.0,Condominium/Townhouse,4 to 7,Standard,No,,307.01,6.0,No,3.9,16.5,18.25,23.2,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes
622,6852-NKPDUN-XBN,Zone 3,"< 2,500",Female,50-64,High school degree,"Operation, Fabrication, General Labor",More than 15,No,4.875197323201151,$125+,1.6,-1.388601019411812,0.6133331134128381,Married,Did not complete high school,4.0,Single-family,More than 25,Luxury,No,,407.43,31.0,Yes,15.5,25.5,19.0,0.0,Yes,Yes,Cable modem,Yes,Yes,Yes,No,Yes,Yes
623,5101-LRRQUO-FFJ,Zone 1,"> 250,000",Male,25-34,College degree,"Operation, Fabrication, General Labor",Less than 2,No,3.6888794541139363,$25 - $49,10.5,-0.17936592896832193,1.213190193375545,Married,College degree,3.0,Multiple-Family,4 to 7,Economy,No,Prices,359.13,15.0,Yes,6.3,27.25,41.25,26.55,No,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
624,0012-CIVYLF-839,Zone 4,"< 2,500",Male,35-49,High school degree,"Operation, Fabrication, General Labor",6 to 10,No,4.143134726391533,$50 - $74,25.1,1.2647231594140822,2.5072296277422614,Married,High school degree,2.0,Single-family,16 to 25,Standard,No,,633.53,48.0,No,11.65,0.0,13.75,0.0,No,No,None,No,No,No,No,Yes,No
625,5520-FWQJTG-3CN,Zone 4,"2,500-9,999",Male,18-24,High school degree,Service,2 to 5,No,4.110873864173311,$50 - $74,23.400000000000002,1.8819109110498795,2.0422535611250585,Married,High school degree,4.0,Single-family,4 to 7,Standard,No,,253.5,8.0,No,7.85,17.25,17.0,0.0,No,Yes,None,Yes,Yes,Yes,No,Yes,No
626,4543-FDRXDN-QX7,Zone 3,"> 250,000",Male,>65,High school degree,Managerial and Professional,6 to 10,No,3.1780538303479458,Under $25,13.8,0.4531117615755175,0.5531952201325,Married,Did not complete high school,2.0,Single-family,More than 25,Economy,Yes,,159.85,54.0,No,8.0,0.0,30.25,0.0,No,No,None,No,No,No,No,Yes,No
627,1430-CTJLTM-5MW,Zone 5,"50,000-249,999",Female,25-34,College degree,Sales and Office,Less than 2,No,3.2188758248682006,$25 - $49,4.3,-0.9273516792335801,-0.3865452232556535,Married,College degree,2.0,Multiple-Family,Less than 3,Economy,No,,225.63,12.0,Yes,5.9,0.0,13.75,0.0,No,No,None,Yes,No,No,No,Yes,No
628,6875-OCAMBG-ZAB,Zone 5,"50,000-249,999",Female,18-24,High school degree,"Operation, Fabrication, General Labor",Less than 2,No,3.367295829986474,$25 - $49,9.5,-0.8129334713927961,0.8378728700899469,Married,High school degree,5.0,Single-family,Less than 3,Economy,No,,494.87,12.0,Yes,5.6,0.0,9.75,0.0,Yes,No,None,No,No,No,No,Yes,No
629,1718-WHRWCQ-2Z0,Zone 5,"50,000-249,999",Male,35-49,College degree,"Operation, Fabrication, General Labor",6 to 10,No,4.127134385045092,$50 - $74,4.3999999999999995,-1.0213846164145506,0.8620051756594287,Married,College degree,4.0,Single-family,16 to 25,Standard,No,,264.52,45.0,Yes,10.5,30.25,20.75,49.9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
630,0763-HXUDUB-OK5,Zone 5,"2,500-9,999",Female,35-49,College degree,Service,11 to 15,No,3.5263605246161616,$25 - $49,17.2,1.327594760261113,0.7304622329407561,Unmarried,,1.0,Condominium/Townhouse,16 to 25,,No,,916.09,27.0,No,6.65,28.25,31.25,31.7,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
631,3741-GGDHKM-YV4,Zone 4,"10,000-49,999",Female,25-34,College degree,Managerial and Professional,2 to 5,No,3.091042453358316,Under $25,18.5,-0.45425627227809634,1.2340402150683236,Married,College degree,3.0,Mobile Home,8 to 15,Economy,No,,136.6,13.0,No,7.7,20.5,0.0,39.95,No,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
632,0767-WALDEM-APK,Zone 1,"> 250,000",Male,>65,High school degree,Sales and Office,6 to 10,No,3.58351893845611,$25 - $49,4.8,-0.9808932550598137,0.3023420873905299,Married,High school degree,2.0,Single-family,More than 25,Standard,No,,175.69,55.0,Yes,15.35,0.0,11.5,0.0,No,No,None,No,Yes,No,No,Yes,Yes
633,3284-UVIPBC-CIW,Zone 1,"10,000-49,999",Male,18-24,High school degree,Managerial and Professional,Less than 2,No,3.1780538303479458,Under $25,15.7,0.3615884528586805,0.8468943504165755,Married,Did not complete high school,4.0,Multiple-Family,Less than 3,Economy,No,,154.08,5.0,Yes,3.1,0.0,16.0,0.0,No,Yes,Dial-up,Yes,No,Yes,Yes,Yes,Yes
634,8202-EKJFVH-DLL,Zone 2,"10,000-49,999",Male,25-34,Did not complete high school,Sales and Office,Less than 2,No,2.8903717578961645,Under $25,6.800000000000001,-0.29710230383250436,-0.7318214830227412,Married,Did not complete high school,5.0,Single-family,4 to 7,Economy,Yes,,321.49,32.0,No,6.2,0.0,0.0,0.0,No,No,None,No,No,No,Yes,Yes,No
635,2275-GGGVFT-P1J,Zone 1,"> 250,000",Male,35-49,Did not complete high school,Sales and Office,Less than 2,No,3.332204510175204,$25 - $49,17.2,0.5776914346626529,1.1099082484099612,Married,Did not complete high school,3.0,Single-family,8 to 15,Economy,Yes,Other,166.94,62.0,No,12.35,0.0,8.5,0.0,No,No,None,Yes,No,No,No,Yes,No
636,5342-JMJMEK-CXQ,Zone 3,"> 250,000",Female,>65,High school degree,Sales and Office,11 to 15,Yes,2.6390573296152584,Under $25,8.6,-1.4439912728649906,-0.0325066629165414,Unmarried,,1.0,Multiple-Family,More than 25,Economy,Yes,,68.34,69.0,No,26.55,0.0,24.0,0.0,Yes,No,Dial-up,No,No,No,No,Yes,Yes
637,9953-IKWKOC-PRS,Zone 4,"> 250,000",Male,35-49,High school degree,"Operation, Fabrication, General Labor",More than 15,No,4.356708826689592,$75 - $124,4.6,0.29409546262894454,0.8091900363145113,Married,Some college,4.0,Condominium/Townhouse,16 to 25,Standard,No,,520.76,33.0,No,14.15,22.75,7.5,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
638,1758-VKWGFT-E0C,Zone 4,"> 250,000",Male,35-49,High school degree,Managerial and Professional,6 to 10,No,3.871201010907891,$25 - $49,16.400000000000002,1.0957281334882467,1.5852763588069525,Married,Some college,5.0,Single-family,8 to 15,,No,Prices,109.94,13.0,Yes,2.55,17.0,14.75,0.0,No,No,None,Yes,No,Yes,No,Yes,Yes
639,6460-XYMZQS-PTJ,Zone 1,"> 250,000",Male,50-64,High school degree,"Precision Production, Craft, Repair",More than 15,No,4.59511985013459,$75 - $124,10.9,-0.13459367092810165,2.2942432967551465,Unmarried,,1.0,Mobile Home,16 to 25,,No,,547.59,64.0,No,24.7,30.25,9.75,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
